STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN,TOBS,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/13/2020,,34,-2,-2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/14/2020,,2,-23,-20,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/15/2020,,26,-22,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/16/2020,,35,15,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/17/2020,,29,23,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/18/2020,,35,17,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/19/2020,,26,-1,0,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/20/2020,,14,-10,-10,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/21/2020,,14,-10,10,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/22/2020,,33,10,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/23/2020,,40,22,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/24/2020,,48,20,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/25/2020,,,20,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/26/2020,,34,21,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/27/2020,,29,14,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/28/2020,,25,14,15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/29/2020,,25,4,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/1/2020,,40,24,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/2/2020,,47,24,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/3/2020,,36,26,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/4/2020,,41,25,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/5/2020,,41,25,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/6/2020,,40,22,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/7/2020,,40,22,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/8/2020,,53,31,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/9/2020,,63,39,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/10/2020,,39,27,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/11/2020,,46,25,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/12/2020,,45,35,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/13/2020,,49,28,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/14/2020,,40,27,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/15/2020,,33,22,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/16/2020,,39,26,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/17/2020,,38,27,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/18/2020,,45,30,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/19/2020,,39,33,38,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/20/2020,,41,28,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/21/2020,,32,20,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/22/2020,,34,21,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/23/2020,,39,30,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/24/2020,,42,31,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/25/2020,,49,35,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/26/2020,,45,37,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/27/2020,,46,34,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/28/2020,,56,36,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/29/2020,,48,39,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/30/2020,,42,31,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,3/31/2020,,57,31,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/1/2020,,47,27,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/2/2020,,54,29,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/3/2020,,63,42,49,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/4/2020,,50,25,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/5/2020,,44,24,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/6/2020,,58,36,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/7/2020,,50,41,49,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/8/2020,,67,39,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/9/2020,,54,33,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/10/2020,,42,27,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/11/2020,,48,27,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/12/2020,,56,42,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/13/2020,,,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/14/2020,,36,20,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/15/2020,,31,18,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/16/2020,,33,18,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/17/2020,,42,24,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/18/2020,,53,30,53,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/19/2020,,67,40,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/20/2020,,53,28,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/21/2020,,63,28,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/22/2020,,50,30,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/23/2020,,74,39,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/24/2020,,55,39,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/25/2020,,59,38,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/26/2020,,65,35,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/27/2020,,67,35,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/28/2020,,71,46,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/29/2020,,67,45,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,4/30/2020,,58,37,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/1/2020,,66,37,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/2/2020,,72,48,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/3/2020,,74,41,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/4/2020,,72,39,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/5/2020,,58,41,41,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/6/2020,,50,40,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/7/2020,,64,38,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/8/2020,,62,34,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/9/2020,,46,29,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/10/2020,,64,34,38,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/11/2020,,44,34,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/12/2020,,54,31,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/13/2020,,59,35,41,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/14/2020,,64,41,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/15/2020,,68,49,53,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/16/2020,,70,51,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/17/2020,,73,50,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/18/2020,,54,50,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/19/2020,,55,47,47,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/20/2020,,63,47,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/21/2020,,76,56,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/22/2020,,68,56,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/23/2020,,69,57,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/24/2020,,69,59,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/25/2020,,79,64,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/26/2020,,83,64,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/27/2020,,85,65,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/28/2020,,80,66,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/29/2020,,74,52,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/30/2020,,66,48,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/31/2020,,68,45,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/1/2020,,73,45,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/2/2020,,85,58,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/3/2020,,93,54,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/4/2020,,85,58,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/5/2020,,87,66,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/6/2020,,82,60,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/7/2020,,78,58,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/8/2020,,82,62,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/9/2020,,88,66,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/10/2020,,77,65,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/11/2020,,69,52,61,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/12/2020,,79,52,61,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/13/2020,,82,53,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/14/2020,,70,50,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/15/2020,,73,58,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/16/2020,,77,58,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/17/2020,,82,57,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/18/2020,,83,61,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/19/2020,,83,66,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/20/2020,,73,63,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/21/2020,,75,56,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/22/2020,,83,63,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/23/2020,,65,55,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/24/2020,,73,53,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/25/2020,,76,54,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/26/2020,,82,60,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/27/2020,,82,63,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/28/2020,,83,61,79,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/29/2020,,84,73,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/30/2020,,81,69,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/1/2020,,86,71,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/2/2020,,85,71,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/3/2020,,86,65,79,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/4/2020,,88,69,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/5/2020,,89,70,79,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/6/2020,,90,69,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/7/2020,,90,69,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/8/2020,,89,68,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/9/2020,,90,69,74,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/10/2020,,85,65,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/11/2020,,84,66,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/12/2020,,86,63,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/13/2020,,81,61,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/14/2020,,84,66,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/15/2020,,85,62,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/16/2020,,68,53,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/17/2020,,80,55,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/18/2020,,84,65,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/19/2020,,80,70,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/20/2020,,83,61,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/21/2020,,79,63,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/22/2020,,78,59,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/23/2020,,73,55,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/24/2020,,77,56,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/25/2020,,85,67,80,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/26/2020,,88,77,80,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/27/2020,,85,64,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/28/2020,,83,63,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/29/2020,,86,62,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/30/2020,,83,62,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/31/2020,,80,58,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/1/2020,,81,58,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/2/2020,,81,65,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/3/2020,,69,52,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/4/2020,,68,48,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/5/2020,,74,51,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/6/2020,,77,58,61,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/7/2020,,78,61,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/8/2020,,81,63,76,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/9/2020,,86,66,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/10/2020,,80,71,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/11/2020,,77,55,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/12/2020,,82,53,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/13/2020,,81,55,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/14/2020,,86,64,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/15/2020,,85,61,61,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/16/2020,,76,56,76,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/17/2020,,83,62,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/18/2020,,79,53,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/19/2020,,77,53,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/20/2020,,82,55,61,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/21/2020,,81,61,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/22/2020,,85,62,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/23/2020,,84,62,80,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/24/2020,,90,67,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/25/2020,,90,69,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/26/2020,,93,70,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/27/2020,,93,72,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/28/2020,,93,71,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/29/2020,,87,59,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/30/2020,,76,50,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/31/2020,,76,60,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/1/2020,,74,47,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/2/2020,,70,48,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/3/2020,,80,57,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/4/2020,,71,49,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/5/2020,,76,51,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/6/2020,,78,59,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/7/2020,,80,57,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/8/2020,,62,47,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/9/2020,,50,45,46,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/10/2020,,48,44,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/11/2020,,52,44,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/12/2020,,61,51,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/13/2020,,66,51,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/14/2020,,71,51,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/15/2020,,74,51,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/16/2020,,79,58,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/17/2020,,71,46,46,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/18/2020,,62,40,41,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/19/2020,,62,40,47,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/20/2020,,67,47,49,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/21/2020,,69,48,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/22/2020,,74,51,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/23/2020,,79,51,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/24/2020,,79,54,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/25/2020,,70,56,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/26/2020,,80,59,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/27/2020,,76,59,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/28/2020,,64,48,49,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/29/2020,,56,44,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/30/2020,,62,46,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/1/2020,,61,42,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/2/2020,,57,32,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/3/2020,,51,33,44,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/4/2020,,51,32,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/5/2020,,55,35,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/6/2020,,66,40,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/7/2020,,76,48,50,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/8/2020,,70,41,41,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/9/2020,,66,41,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/10/2020,,82,50,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/11/2020,,67,45,47,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/12/2020,,69,47,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/13/2020,,62,45,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/14/2020,,62,36,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/15/2020,,62,36,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/16/2020,,48,31,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/17/2020,,49,31,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/18/2020,,63,35,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/19/2020,,42,24,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/20/2020,,35,27,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/21/2020,,40,31,37,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,10/22/2020,,42,34,34,,,,,,,
